transaction_id,channel,product_id,customer_id,transaction_date,quantity,price,total_sales
403,Retail,13,4,2023-04-06,2,13.78,27.56
404,Online,16,20,2023-02-25,1,408.84,408.84
405,Retail,4,24,2023-03-03,5,388.55,1942.75
406,Retail,13,23,2023-07-22,1,11.73,11.73
407,Retail,2,26,2023-01-11,3,334.83,1004.49
408,Online,6,1,2023-10-10,3,296.24,888.72
409,Mobile,16,13,2023-10-12,1,474.33,474.33
410,Retail,19,40,2023-10-07,1,77.29,77.29
411,Mobile,8,5,2023-11-17,2,35.87,71.74
412,Mobile,9,25,2023-06-02,5,401.6,2008.0
413,Mobile,1,2,2023-04-01,4,332.86,1331.44
414,Online,4,34,2023-08-20,1,238.24,238.24
415,Retail,18,12,2023-06-11,4,144.74,578.96
416,Online,1,18,2023-03-26,3,202.53,607.59
417,Mobile,9,31,2023-09-16,2,13.04,26.08
418,Retail,5,8,2023-06-29,5,290.12,1450.6
419,Retail,15,22,2023-02-15,5,97.51,487.55
420,Online,16,45,2023-10-04,2,127.79,255.58
421,Mobile,9,46,2023-01-10,2,115.37,230.74
422,Retail,16,9,2023-10-29,2,333.09,666.18
423,Retail,14,11,2023-12-03,5,267.07,1335.35
424,Online,20,29,2023-02-04,3,468.98,1406.94
425,Retail,15,9,2023-03-18,3,364.6,1093.8000000000002
426,Online,10,35,2023-12-02,1,245.31,245.31
427,Retail,11,5,2023-05-16,4,174.92,699.68
428,Retail,4,31,2023-01-06,5,110.32,551.5999999999999
429,Online,11,38,2023-03-17,1,73.55,73.55
430,Retail,9,25,2023-06-13,2,254.95,509.9
431,Online,1,36,2023-01-28,5,317.48,1587.4
432,Online,15,3,2023-12-23,5,359.26,1796.3
433,Online,19,15,2023-02-25,3,488.87,1466.6100000000001
434,Mobile,1,40,2023-09-23,1,353.85,353.85
435,Retail,7,2,2023-05-12,1,101.68,101.68
436,Retail,1,48,2023-03-28,2,448.8,897.6
437,Retail,19,41,2023-09-05,1,15.22,15.22
438,Retail,9,21,2023-03-17,3,189.64,568.92
439,Mobile,10,40,2023-05-17,2,352.91,705.82
440,Retail,13,37,2023-09-28,5,265.66,1328.3000000000002
441,Retail,18,35,2023-08-30,5,358.49,1792.45
442,Mobile,17,18,2023-09-16,3,342.74,1028.22
443,Online,6,7,2023-01-12,1,22.37,22.37
444,Online,15,49,2023-11-19,4,226.87,907.48
445,Retail,9,14,2023-03-27,3,170.47,511.40999999999997
446,Retail,13,15,2023-10-12,4,116.37,465.48
447,Retail,18,37,2023-12-03,3,42.66,127.97999999999999
448,Mobile,20,27,2023-11-14,5,33.53,167.65
449,Retail,14,29,2023-07-31,4,295.87,1183.48
450,Retail,19,26,2023-06-16,1,398.24,398.24
451,Online,5,49,2023-02-15,4,50.36,201.44
452,Mobile,11,48,2023-07-29,2,82.83,165.66
453,Mobile,16,18,2023-06-07,5,378.45,1892.25
454,Retail,2,45,2023-07-30,2,15.89,31.78
455,Mobile,16,22,2023-03-29,1,179.97,179.97
456,Mobile,6,22,2023-05-03,3,302.59,907.77
457,Mobile,19,38,2023-07-31,3,438.95,1316.85
458,Online,16,26,2023-09-17,2,396.18,792.36
459,Online,15,37,2023-12-29,1,266.42,266.42
460,Retail,10,17,2023-03-30,2,38.52,77.04
461,Online,16,26,2023-08-28,1,51.65,51.65
462,Retail,1,3,2023-01-24,5,85.81,429.05
463,Retail,11,27,2023-06-02,3,464.4,1393.1999999999998
464,Online,3,28,2023-04-20,5,381.12,1905.6
465,Online,13,37,2023-12-31,1,358.65,358.65
466,Retail,1,22,2023-11-27,1,92.23,92.23
467,Online,7,17,2023-09-19,2,170.5,341.0
468,Retail,16,37,2023-09-19,1,155.45,155.45
469,Online,19,49,2023-06-18,4,363.01,1452.04
470,Online,14,8,2023-05-01,1,19.86,19.86
471,Online,18,44,2023-12-29,2,260.16,520.32
472,Mobile,20,15,2023-01-22,5,82.43,412.15000000000003
473,Online,12,19,2023-07-02,4,269.28,1077.12
474,Retail,6,26,2023-01-24,5,187.64,938.1999999999999
475,Retail,18,47,2023-09-28,5,179.95,899.75
476,Online,1,12,2023-10-05,4,401.33,1605.32
477,Mobile,16,11,2023-04-17,3,402.31,1206.93
478,Mobile,14,45,2023-01-01,4,339.54,1358.16
479,Retail,7,4,2023-01-21,3,124.14,372.42
480,Online,4,34,2023-09-11,5,17.57,87.85
481,Mobile,19,9,2023-01-16,1,119.92,119.92
482,Online,4,39,2023-08-12,5,287.96,1439.8
483,Retail,9,11,2023-09-16,2,26.17,52.34
484,Online,17,6,2023-08-25,2,320.61,641.22
485,Retail,7,18,2023-03-12,2,216.11,432.22
486,Mobile,1,7,2023-06-14,5,106.69,533.45
487,Retail,1,26,2023-12-20,3,473.73,1421.19
488,Online,13,11,2023-06-23,1,461.24,461.24
489,Online,14,40,2023-03-22,5,466.08,2330.4
490,Retail,20,4,2023-10-12,1,31.34,31.34
491,Online,5,16,2023-04-02,2,198.3,396.6
492,Online,1,8,2023-03-19,5,177.49,887.45
493,Retail,9,11,2023-09-09,3,261.92,785.76
494,Retail,13,29,2023-06-11,5,62.03,310.15
495,Mobile,7,27,2023-08-12,1,159.47,159.47
496,Mobile,7,34,2023-01-07,4,407.37,1629.48
497,Online,20,4,2023-01-29,3,121.92,365.76
498,Retail,7,44,2023-07-24,1,406.39,406.39
499,Mobile,11,8,2023-06-28,2,161.9,323.8
500,Online,15,9,2023-03-16,5,276.44,1382.2
501,Online,8,4,2023-05-26,3,258.08,774.24
502,Online,17,1,2023-02-28,5,324.3,1621.5
